Country,Date,ConfirmedCases,NewCases
Uruguay,18/11/2020,4296,88
US,18/11/2020,11644667,173251
Uzbekistan,18/11/2020,70858,210
Vanuatu,18/11/2020,1,0
Venezuela,18/11/2020,98350,300
Vietnam,18/11/2020,1300,12
West Bank and Gaza,18/11/2020,66186,1251
Yemen,18/11/2020,2068,0
Zambia,18/11/2020,17280,37
Zimbabwe,18/11/2020,8981,36
Afghanistan,19/11/2020,44177,253
Albania,19/11/2020,30623,786
Algeria,19/11/2020,71652,1023
Andorra,19/11/2020,6066,48
Angola,19/11/2020,14134,212
Antigua and Barbuda,19/11/2020,139,0
Argentina,19/11/2020,1349434,10097
Armenia,19/11/2020,121979,1520
Australia,19/11/2020,27792,7
Austria,19/11/2020,228683,6995
Azerbaijan,19/11/2020,83994,2597
Bahamas,19/11/2020,7348,25
Bahrain,19/11/2020,85317,135
Bangladesh,19/11/2020,441159,2364
Barbados,19/11/2020,253,1
Belarus,19/11/2020,119390,1382
Belgium,19/11/2020,550264,4477
Belize,19/11/2020,5018,60
Benin,19/11/2020,2916,0
Bhutan,19/11/2020,378,0
Bolivia,19/11/2020,143756,187
Bosnia and Herzegovina,19/11/2020,76757,1180
Botswana,19/11/2020,9594,491
Brazil,19/11/2020,5981767,35918
Brunei,19/11/2020,148,0
Bulgaria,19/11/2020,114435,3899
Burkina Faso,19/11/2020,2686,16
Burma,19/11/2020,74882,1560
Burundi,19/11/2020,641,0
Cabo Verde,19/11/2020,10082,82
Cambodia,19/11/2020,304,0
Cameroon,19/11/2020,23528,632
Canada,19/11/2020,320481,4895
Central African Republic,19/11/2020,4907,7
Chad,19/11/2020,1620,4
Chile,19/11/2020,536012,1454
China,19/11/2020,91935,29
Colombia,19/11/2020,1225490,7487
Comoros,19/11/2020,592,1
Congo (Brazzaville),19/11/2020,5632,117
Congo (Kinshasa),19/11/2020,12008,90
Costa Rica,19/11/2020,128231,1219
Cote d'Ivoire,19/11/2020,21083,38
Croatia,19/11/2020,93879,3164
Cuba,19/11/2020,7725,21
Cyprus,19/11/2020,7979,268
Czechia,19/11/2020,481755,6471
Denmark,19/11/2020,67621,1297
Diamond Princess,19/11/2020,712,0
Djibouti,19/11/2020,5658,0
Dominica,19/11/2020,68,0
Dominican Republic,19/11/2020,136183,1026
Ecuador,19/11/2020,183246,996
Egypt,19/11/2020,111955,342
El Salvador,19/11/2020,37109,144
Equatorial Guinea,19/11/2020,5121,0
Eritrea,19/11/2020,527,9
Estonia,19/11/2020,8715,411
Eswatini,19/11/2020,6156,12
Ethiopia,19/11/2020,104427,499
Fiji,19/11/2020,35,0
Finland,19/11/2020,20286,351
France,19/11/2020,2138704,20736
Gabon,19/11/2020,9116,32
Gambia,19/11/2020,3705,0
Georgia,19/11/2020,93092,3697
Germany,19/11/2020,891525,24041
Ghana,19/11/2020,50631,174
Greece,19/11/2020,85261,3227
Grenada,19/11/2020,36,0
Guatemala,19/11/2020,117066,685
Guinea,19/11/2020,12713,0
Guinea-Bissau,19/11/2020,2421,0
Guyana,19/11/2020,4976,62
Haiti,19/11/2020,9191,0
Holy See,19/11/2020,27,0
Honduras,19/11/2020,103488,0
Hungary,19/11/2020,161461,4512
Iceland,19/11/2020,5231,5
India,19/11/2020,9004365,45882
Indonesia,19/11/2020,483518,4798
Iran,19/11/2020,815117,13223
Iraq,19/11/2020,529226,2374
Ireland,19/11/2020,69473,415
Israel,19/11/2020,327355,770
Italy,19/11/2020,1308528,36176
Jamaica,19/11/2020,10088,69
Japan,19/11/2020,125859,2382
Jordan,19/11/2020,169395,5469
Kazakhstan,19/11/2020,164578,993
Kenya,19/11/2020,74145,1459
Kiribati,19/11/2020,0,0
"Korea, South",19/11/2020,30017,363
Kosovo,19/11/2020,32022,807
Kuwait,19/11/2020,138822,485
Kyrgyzstan,19/11/2020,68316,422
Laos,19/11/2020,25,0
Latvia,19/11/2020,11722,366
Lebanon,19/11/2020,111946,1909
Lesotho,19/11/2020,2065,7
Liberia,19/11/2020,1539,11
Libya,19/11/2020,76006,541
Liechtenstein,19/11/2020,1072,21
Lithuania,19/11/2020,40452,1669
Luxembourg,19/11/2020,29243,670
Madagascar,19/11/2020,17310,0
Malawi,19/11/2020,6002,3
Malaysia,19/11/2020,51680,1290
Maldives,19/11/2020,12452,68
Mali,19/11/2020,4093,60
Malta,19/11/2020,8560,140
Marshall Islands,19/11/2020,4,0
Mauritania,19/11/2020,8034,24
Mauritius,19/11/2020,494,0
Mexico,19/11/2020,1019543,4472
Micronesia,19/11/2020,0,0
Moldova,19/11/2020,93961,1442
Monaco,19/11/2020,573,8
Mongolia,19/11/2020,555,50
Montenegro,19/11/2020,29577,546
Morocco,19/11/2020,311554,4559
Mozambique,19/11/2020,14723,94
MS Zaandam,19/11/2020,9,0
Namibia,19/11/2020,13662,52
Nepal,19/11/2020,215020,2103
Netherlands,19/11/2020,474641,5741
New Zealand,19/11/2020,2013,3
Nicaragua,19/11/2020,5725,0
Niger,19/11/2020,1335,4
Nigeria,19/11/2020,65839,146
North Macedonia,19/11/2020,51213,1198
Norway,19/11/2020,31441,671
Oman,19/11/2020,121360,231
Pakistan,19/11/2020,368665,2738
Palau,19/11/2020,0,0
Panama,19/11/2020,151089,1256
Papua New Guinea,19/11/2020,604,0
Paraguay,19/11/2020,74495,856
Peru,19/11/2020,939931,0
Philippines,19/11/2020,413430,1333
Poland,19/11/2020,796798,23975
Portugal,19/11/2020,243009,6994
Qatar,19/11/2020,136649,208
Romania,19/11/2020,393851,10108
Russia,19/11/2020,1998966,23337
Rwanda,19/11/2020,5572,29
Saint Kitts and Nevis,19/11/2020,19,0
Saint Lucia,19/11/2020,203,20
Saint Vincent and the Grenadines,19/11/2020,84,1
Samoa,19/11/2020,1,0
San Marino,19/11/2020,1358,0
Sao Tome and Principe,19/11/2020,974,7
Saudi Arabia,19/11/2020,354527,319
Senegal,19/11/2020,15835,12
Serbia,19/11/2020,104097,6109
Seychelles,19/11/2020,163,3
Sierra Leone,19/11/2020,2397,0
Singapore,19/11/2020,58139,4
Slovakia,19/11/2020,91578,1665
Slovenia,19/11/2020,61034,2070
Solomon Islands,19/11/2020,16,0
Somalia,19/11/2020,4382,0
South Africa,19/11/2020,759658,2514
South Sudan,19/11/2020,3016,0
Spain,19/11/2020,1541574,16233
Sri Lanka,19/11/2020,18841,439
Sudan,19/11/2020,15530,231
Summer Olympics 2020,19/11/2020,0,0
Suriname,19/11/2020,5284,2
Sweden,19/11/2020,201055,4609
Switzerland,19/11/2020,285655,5007
Syria,19/11/2020,6991,72
Taiwan*,19/11/2020,609,2
Tajikistan,19/11/2020,11772,41
Tanzania,19/11/2020,509,0
Thailand,19/11/2020,3892,4
Timor-Leste,19/11/2020,30,0
Togo,19/11/2020,2771,19
Trinidad and Tobago,19/11/2020,6233,53
Tunisia,19/11/2020,83772,0
Turkey,19/11/2020,430170,4542
Uganda,19/11/2020,17148,243
Ukraine,19/11/2020,600152,13630
United Arab Emirates,19/11/2020,155254,1153
United Kingdom,19/11/2020,1456943,22936
Uruguay,19/11/2020,4377,81
US,19/11/2020,11836177,191510
Uzbekistan,19/11/2020,70921,63
Vanuatu,19/11/2020,1,0
Venezuela,19/11/2020,98665,315
Vietnam,19/11/2020,1304,4
West Bank and Gaza,19/11/2020,67296,1110
Yemen,19/11/2020,2068,0
Zambia,19/11/2020,17350,70
Zimbabwe,19/11/2020,9046,65
Afghanistan,20/11/2020,44363,186
Albania,20/11/2020,31459,836
Algeria,20/11/2020,72755,1103
Andorra,20/11/2020,6142,76
Angola,20/11/2020,14267,133
Antigua and Barbuda,20/11/2020,139,0
Argentina,20/11/2020,1359042,9608
Armenia,20/11/2020,123646,1667
Australia,20/11/2020,27806,14
Austria,20/11/2020,235351,6668
Azerbaijan,20/11/2020,87163,3169
Bahamas,20/11/2020,7367,19
Bahrain,20/11/2020,85467,150
Bangladesh,20/11/2020,443434,2275
Barbados,20/11/2020,253,0
Belarus,20/11/2020,120847,1457
Belgium,20/11/2020,553680,3416
Belize,20/11/2020,5056,38
Benin,20/11/2020,2916,0
Bhutan,20/11/2020,378,0
Bolivia,20/11/2020,143854,98
Bosnia and Herzegovina,20/11/2020,77994,1237
Botswana,20/11/2020,9594,0
Brazil,20/11/2020,6020164,38397
Brunei,20/11/2020,148,0
Bulgaria,20/11/2020,118418,3983
Burkina Faso,20/11/2020,2686,0
Burma,20/11/2020,76414,1532
Burundi,20/11/2020,649,8
Cabo Verde,20/11/2020,10152,70
Cambodia,20/11/2020,305,1
Cameroon,20/11/2020,23528,0
Canada,20/11/2020,325356,4875
Central African Republic,20/11/2020,4911,4
Chad,20/11/2020,1626,6
Chile,20/11/2020,537585,1573
China,20/11/2020,91977,42
Colombia,20/11/2020,1233444,7954
Comoros,20/11/2020,592,0
Congo (Brazzaville),20/11/2020,5632,0
Congo (Kinshasa),20/11/2020,12129,121
Costa Rica,20/11/2020,129418,1187
Cote d'Ivoire,20/11/2020,21099,16
Croatia,20/11/2020,96837,2958
Cuba,20/11/2020,7763,38
Cyprus,20/11/2020,8211,232
Czechia,20/11/2020,487563,5808
Denmark,20/11/2020,68878,1257
Diamond Princess,20/11/2020,712,0
Djibouti,20/11/2020,5660,2
Dominica,20/11/2020,68,0
Dominican Republic,20/11/2020,136784,601
Ecuador,20/11/2020,183840,594
Egypt,20/11/2020,112318,363
El Salvador,20/11/2020,37250,141
Equatorial Guinea,20/11/2020,5121,0
Eritrea,20/11/2020,527,0
Estonia,20/11/2020,9076,361
Eswatini,20/11/2020,6185,29
Ethiopia,20/11/2020,104879,452
Fiji,20/11/2020,35,0
Finland,20/11/2020,20747,461
France,20/11/2020,2161968,23264
Gabon,20/11/2020,9131,15
Gambia,20/11/2020,3706,1
Georgia,20/11/2020,96860,3768
Germany,20/11/2020,914118,22593
Ghana,20/11/2020,50631,0
Greece,20/11/2020,87812,2551
Grenada,20/11/2020,41,5
Guatemala,20/11/2020,117757,691
Guinea,20/11/2020,12743,30
Guinea-Bissau,20/11/2020,2421,0
Guyana,20/11/2020,5005,29
Haiti,20/11/2020,9208,17
Holy See,20/11/2020,27,0
Honduras,20/11/2020,103551,63
Hungary,20/11/2020,165901,4440
Iceland,20/11/2020,5251,20
India,20/11/2020,9050597,46232
Indonesia,20/11/2020,488310,4792
Iran,20/11/2020,828377,13260
Iraq,20/11/2020,531769,2543
Ireland,20/11/2020,69802,329
Israel,20/11/2020,328129,774
Italy,20/11/2020,1345767,37239
Jamaica,20/11/2020,10151,63
Japan,20/11/2020,128285,2426
Jordan,20/11/2020,174335,4940
Kazakhstan,20/11/2020,165558,980
Kenya,20/11/2020,75193,1048
Kiribati,20/11/2020,0,0
"Korea, South",20/11/2020,30403,386
Kosovo,20/11/2020,32877,855
Kuwait,20/11/2020,139308,486
Kyrgyzstan,20/11/2020,68702,386
Laos,20/11/2020,25,0
Latvia,20/11/2020,12102,380
Lebanon,20/11/2020,113655,1709
Lesotho,20/11/2020,2066,1
Liberia,20/11/2020,1551,12
Libya,20/11/2020,76808,802
Liechtenstein,20/11/2020,1094,22
Lithuania,20/11/2020,42721,2269
Luxembourg,20/11/2020,29762,519
Madagascar,20/11/2020,17310,0
Malawi,20/11/2020,6003,1
Malaysia,20/11/2020,52638,958
Maldives,20/11/2020,12546,94
Mali,20/11/2020,4169,76
Malta,20/11/2020,8681,121
Marshall Islands,20/11/2020,4,0
Mauritania,20/11/2020,8075,41
Mauritius,20/11/2020,494,0
Mexico,20/11/2020,1025969,6426
Micronesia,20/11/2020,0,0
Moldova,20/11/2020,95383,1422
Monaco,20/11/2020,577,4
Mongolia,20/11/2020,578,23
Montenegro,20/11/2020,30079,502
Morocco,20/11/2020,316260,4706
Mozambique,20/11/2020,14877,154
MS Zaandam,20/11/2020,9,0
Namibia,20/11/2020,13712,50
Nepal,20/11/2020,216965,1945
Netherlands,20/11/2020,480649,6008
New Zealand,20/11/2020,2019,6
Nicaragua,20/11/2020,5725,0
Niger,20/11/2020,1340,5
Nigeria,20/11/2020,65982,143
North Macedonia,20/11/2020,52449,1236
Norway,20/11/2020,32014,573
Oman,20/11/2020,121360,0
Pakistan,20/11/2020,371508,2843
Palau,20/11/2020,0,0
Panama,20/11/2020,152289,1200
Papua New Guinea,20/11/2020,604,0
Paraguay,20/11/2020,75058,563
Peru,20/11/2020,943917,3986
Philippines,20/11/2020,415067,1637
Poland,20/11/2020,819262,22464
Portugal,20/11/2020,249498,6489
Qatar,20/11/2020,136888,239
Romania,20/11/2020,403123,9272
Russia,20/11/2020,2023025,24059
Rwanda,20/11/2020,5586,14
Saint Kitts and Nevis,20/11/2020,19,0
Saint Lucia,20/11/2020,203,0
Saint Vincent and the Grenadines,20/11/2020,84,0
Samoa,20/11/2020,1,0
San Marino,20/11/2020,1395,37
Sao Tome and Principe,20/11/2020,974,0
Saudi Arabia,20/11/2020,354813,286
Senegal,20/11/2020,15848,13
Serbia,20/11/2020,110351,6254
Seychelles,20/11/2020,163,0
Sierra Leone,20/11/2020,2399,2
Singapore,20/11/2020,58143,4
Slovakia,20/11/2020,93396,1818
Slovenia,20/11/2020,62580,1546
Solomon Islands,20/11/2020,16,0
Somalia,20/11/2020,4382,0
South Africa,20/11/2020,762763,3105
South Sudan,20/11/2020,3016,0
Spain,20/11/2020,1556730,15156
Sri Lanka,20/11/2020,19280,439
Sudan,20/11/2020,15839,309
Summer Olympics 2020,20/11/2020,0,0
Suriname,20/11/2020,5289,5
Sweden,20/11/2020,208295,7240
Switzerland,20/11/2020,290601,4946
Syria,20/11/2020,7079,88
Taiwan*,20/11/2020,611,2
Tajikistan,20/11/2020,11815,43
Tanzania,20/11/2020,509,0
Thailand,20/11/2020,3899,7
Timor-Leste,20/11/2020,30,0
Togo,20/11/2020,2796,25
Trinidad and Tobago,20/11/2020,6261,28
Tunisia,20/11/2020,86265,2493
Turkey,20/11/2020,435273,5103
Uganda,20/11/2020,17431,283
Ukraine,20/11/2020,614986,14834
United Arab Emirates,20/11/2020,156523,1269
United Kingdom,20/11/2020,1477217,20274
Uruguay,20/11/2020,4477,100
US,20/11/2020,12034510,198333
Uzbekistan,20/11/2020,71208,287
Vanuatu,20/11/2020,1,0
Venezuela,20/11/2020,99017,352
Vietnam,20/11/2020,1305,1
West Bank and Gaza,20/11/2020,68768,1472
Yemen,20/11/2020,2069,1
Zambia,20/11/2020,17373,23
Zimbabwe,20/11/2020,9120,74
Afghanistan,21/11/2020,44503,140
Albania,21/11/2020,32196,737
Algeria,21/11/2020,73774,1019
Andorra,21/11/2020,6207,65
Angola,21/11/2020,14413,146
Antigua and Barbuda,21/11/2020,139,0
Argentina,21/11/2020,1366182,7140
Armenia,21/11/2020,124839,1193
Australia,21/11/2020,27821,15
Austria,21/11/2020,241962,6611
Azerbaijan,21/11/2020,89898,2735
Bahamas,21/11/2020,7395,28
Bahrain,21/11/2020,85591,124
Bangladesh,21/11/2020,445281,1847
Barbados,21/11/2020,255,2
Belarus,21/11/2020,122435,1588
Belgium,21/11/2020,556904,3224
Belize,21/11/2020,5110,54
Benin,21/11/2020,2916,0
Bhutan,21/11/2020,379,1
Bolivia,21/11/2020,143922,68
Bosnia and Herzegovina,21/11/2020,79309,1315
Botswana,21/11/2020,9594,0
Brazil,21/11/2020,6052786,32622
Brunei,21/11/2020,148,0
Bulgaria,21/11/2020,120697,2279
Burkina Faso,21/11/2020,2703,17
Burma,21/11/2020,77848,1434
Burundi,21/11/2020,656,7
Cabo Verde,21/11/2020,10234,82
Cambodia,21/11/2020,306,1
Cameroon,21/11/2020,23528,0
Canada,21/11/2020,330240,4884
Central African Republic,21/11/2020,4911,0
Chad,21/11/2020,1633,7
Chile,21/11/2020,539143,1558
China,21/11/2020,92037,60
Colombia,21/11/2020,1240493,7049
Comoros,21/11/2020,596,4
Congo (Brazzaville),21/11/2020,5632,0
Congo (Kinshasa),21/11/2020,12180,51
Costa Rica,21/11/2020,129418,0
Cote d'Ivoire,21/11/2020,21126,27
Croatia,21/11/2020,100410,3573
Cuba,21/11/2020,7798,35
Cyprus,21/11/2020,8456,245
Czechia,21/11/2020,490750,3187
Denmark,21/11/2020,70152,1274
Diamond Princess,21/11/2020,712,0
Djibouti,21/11/2020,5661,1
Dominica,21/11/2020,72,4
Dominican Republic,21/11/2020,137770,986
Ecuador,21/11/2020,184876,1036
Egypt,21/11/2020,112676,358
El Salvador,21/11/2020,37404,154
Equatorial Guinea,21/11/2020,5130,9
Eritrea,21/11/2020,551,24
Estonia,21/11/2020,9375,299
Eswatini,21/11/2020,6205,20
Ethiopia,21/11/2020,105352,473
Fiji,21/11/2020,35,0
Finland,21/11/2020,21216,469
France,21/11/2020,2179638,17670
Gabon,21/11/2020,9131,0
Gambia,21/11/2020,3726,20
Georgia,21/11/2020,100684,3824
Germany,21/11/2020,927990,13872
Ghana,21/11/2020,50717,86
Greece,21/11/2020,90121,2309
Grenada,21/11/2020,41,0
Guatemala,21/11/2020,118417,660
Guinea,21/11/2020,12798,55
Guinea-Bissau,21/11/2020,2421,0
Guyana,21/11/2020,5093,88
Haiti,21/11/2020,9211,3
Holy See,21/11/2020,27,0
Honduras,21/11/2020,104435,884
Hungary,21/11/2020,170298,4397
Iceland,21/11/2020,5269,18
India,21/11/2020,9095806,45209
Indonesia,21/11/2020,493308,4998
Iran,21/11/2020,841308,12931
Iraq,21/11/2020,533555,1786
Ireland,21/11/2020,70143,341
Israel,21/11/2020,328551,422
Italy,21/11/2020,1380531,34764
Jamaica,21/11/2020,10240,89
Japan,21/11/2020,130871,2586
Jordan,21/11/2020,178161,3826
Kazakhstan,21/11/2020,166468,910
Kenya,21/11/2020,76404,1211
Kiribati,21/11/2020,0,0
"Korea, South",21/11/2020,30733,330
Kosovo,21/11/2020,33588,711
Kuwait,21/11/2020,139734,426
Kyrgyzstan,21/11/2020,69149,447
Laos,21/11/2020,25,0
Latvia,21/11/2020,12744,642
Lebanon,21/11/2020,115283,1628
Lesotho,21/11/2020,2085,19
Liberia,21/11/2020,1551,0
Libya,21/11/2020,76808,0
Liechtenstein,21/11/2020,1109,15
Lithuania,21/11/2020,44699,1978
Luxembourg,21/11/2020,29762,0
Madagascar,21/11/2020,17310,0
Malawi,21/11/2020,6003,0
Malaysia,21/11/2020,53679,1041
Maldives,21/11/2020,12578,32
Mali,21/11/2020,4206,37
Malta,21/11/2020,8822,141
Marshall Islands,21/11/2020,4,0
Mauritania,21/11/2020,8096,21
Mauritius,21/11/2020,494,0
Mexico,21/11/2020,1032688,6719
Micronesia,21/11/2020,0,0
Moldova,21/11/2020,96689,1306
Monaco,21/11/2020,581,4
Mongolia,21/11/2020,608,30
Montenegro,21/11/2020,30653,574
Morocco,21/11/2020,320962,4702
Mozambique,21/11/2020,14981,104
MS Zaandam,21/11/2020,9,0
Namibia,21/11/2020,13811,99
Nepal,21/11/2020,218639,1674
Netherlands,21/11/2020,486820,6171
New Zealand,21/11/2020,2028,9
Nicaragua,21/11/2020,5725,0
Niger,21/11/2020,1351,11
Nigeria,21/11/2020,66228,246
North Macedonia,21/11/2020,53631,1182
Norway,21/11/2020,32352,338
Oman,21/11/2020,121360,0
Pakistan,21/11/2020,374173,2665
Palau,21/11/2020,0,0
Panama,21/11/2020,153577,1288
Papua New Guinea,21/11/2020,604,0
Paraguay,21/11/2020,75857,799
Peru,21/11/2020,948081,4164
Philippines,21/11/2020,416852,1785
Poland,21/11/2020,843475,24213
Portugal,21/11/2020,255970,6472
Qatar,21/11/2020,137062,174
Romania,21/11/2020,412808,9685
Russia,21/11/2020,2047563,24538
Rwanda,21/11/2020,5620,34
Saint Kitts and Nevis,21/11/2020,19,0
Saint Lucia,21/11/2020,204,1
Saint Vincent and the Grenadines,21/11/2020,84,0
Samoa,21/11/2020,1,0
San Marino,21/11/2020,1395,0
Sao Tome and Principe,21/11/2020,979,5
Saudi Arabia,21/11/2020,355034,221
Senegal,21/11/2020,15865,17
Serbia,21/11/2020,116125,5774
Seychelles,21/11/2020,163,0
Sierra Leone,21/11/2020,2405,6
Singapore,21/11/2020,58148,5
Slovakia,21/11/2020,95257,1861
Slovenia,21/11/2020,64284,1704
Solomon Islands,21/11/2020,16,0
Somalia,21/11/2020,4382,0
South Africa,21/11/2020,765409,2646
South Sudan,21/11/2020,3047,31
Spain,21/11/2020,1556730,0
Sri Lanka,21/11/2020,19771,491
Sudan,21/11/2020,16052,213
Summer Olympics 2020,21/11/2020,0,0
Suriname,21/11/2020,5295,6
Sweden,21/11/2020,208295,0
Switzerland,21/11/2020,290601,0
Syria,21/11/2020,7154,75
Taiwan*,21/11/2020,611,0
Tajikistan,21/11/2020,11854,39
Tanzania,21/11/2020,509,0
Thailand,21/11/2020,3922,23
Timor-Leste,21/11/2020,30,0
Togo,21/11/2020,2829,33
Trinidad and Tobago,21/11/2020,6324,63
Tunisia,21/11/2020,87471,1206
Turkey,21/11/2020,440805,5532
Uganda,21/11/2020,17667,236
Ukraine,21/11/2020,629850,14864
United Arab Emirates,21/11/2020,157785,1262
United Kingdom,21/11/2020,1497138,19921
Uruguay,21/11/2020,4564,87
US,21/11/2020,12213946,179436
Uzbekistan,21/11/2020,71431,223
Vanuatu,21/11/2020,1,0
Venezuela,21/11/2020,99435,418
Vietnam,21/11/2020,1306,1
West Bank and Gaza,21/11/2020,70254,1486
Yemen,21/11/2020,2069,0
Zambia,21/11/2020,17394,21
Zimbabwe,21/11/2020,9172,52
Afghanistan,22/11/2020,44706,203
Albania,22/11/2020,32761,565
Algeria,22/11/2020,74862,1088
Andorra,22/11/2020,6256,49
Angola,22/11/2020,14493,80
Antigua and Barbuda,22/11/2020,139,0
Argentina,22/11/2020,1370366,4184
Armenia,22/11/2020,126224,1385
Australia,22/11/2020,27834,13
Austria,22/11/2020,247188,5226
Azerbaijan,22/11/2020,93094,3196
Bahamas,22/11/2020,7413,18
Bahrain,22/11/2020,85705,114
Bangladesh,22/11/2020,447341,2060
Barbados,22/11/2020,259,4
Belarus,22/11/2020,123999,1564
Belgium,22/11/2020,558779,1875
Belize,22/11/2020,5183,73
Benin,22/11/2020,2916,0
Bhutan,22/11/2020,382,3
Bolivia,22/11/2020,143978,56
Bosnia and Herzegovina,22/11/2020,80006,697
Botswana,22/11/2020,9594,0
Brazil,22/11/2020,6071401,18615
Brunei,22/11/2020,148,0
Bulgaria,22/11/2020,121820,1123
Burkina Faso,22/11/2020,2735,32
Burma,22/11/2020,79246,1398
Burundi,22/11/2020,662,6
Cabo Verde,22/11/2020,10276,42
Cambodia,22/11/2020,306,0
Cameroon,22/11/2020,23528,0
Canada,22/11/2020,335038,4798
Central African Republic,22/11/2020,4911,0
Chad,22/11/2020,1642,9
Chile,22/11/2020,540640,1497
China,22/11/2020,92116,79
Colombia,22/11/2020,1248417,7924
Comoros,22/11/2020,596,0
Congo (Brazzaville),22/11/2020,5632,0
Congo (Kinshasa),22/11/2020,12180,0
Costa Rica,22/11/2020,129418,0
Cote d'Ivoire,22/11/2020,21138,12
Croatia,22/11/2020,103718,3308
Cuba,22/11/2020,7846,48
Cyprus,22/11/2020,8643,187
Czechia,22/11/2020,492263,1513
Denmark,22/11/2020,71003,851
Diamond Princess,22/11/2020,712,0
Djibouti,22/11/2020,5668,7
Dominica,22/11/2020,72,0
Dominican Republic,22/11/2020,138410,640
Ecuador,22/11/2020,185643,767
Egypt,22/11/2020,113027,351
El Salvador,22/11/2020,37562,158
Equatorial Guinea,22/11/2020,5130,0
Eritrea,22/11/2020,551,0
Estonia,22/11/2020,9724,349
Eswatini,22/11/2020,6219,14
Ethiopia,22/11/2020,105785,433
Fiji,22/11/2020,35,0
Finland,22/11/2020,21639,423
France,22/11/2020,2192768,13130
Gabon,22/11/2020,9131,0
Gambia,22/11/2020,3726,0
Georgia,22/11/2020,104732,4048
Germany,22/11/2020,932367,4377
Ghana,22/11/2020,50874,157
Greece,22/11/2020,91619,1498
Grenada,22/11/2020,41,0
Guatemala,22/11/2020,118629,212
Guinea,22/11/2020,12826,28
Guinea-Bissau,22/11/2020,2421,0
Guyana,22/11/2020,5133,40
Haiti,22/11/2020,9214,3
Holy See,22/11/2020,27,0
Honduras,22/11/2020,104435,0
Hungary,22/11/2020,174618,4320
Iceland,22/11/2020,5277,8
India,22/11/2020,9139865,44059
Indonesia,22/11/2020,497668,4360
Iran,22/11/2020,854361,13053
Iraq,22/11/2020,535321,1766
Ireland,22/11/2020,70461,318
Israel,22/11/2020,329316,765
Italy,22/11/2020,1408868,28337
Jamaica,22/11/2020,10284,44
Japan,22/11/2020,133034,2163
Jordan,22/11/2020,183429,5268
Kazakhstan,22/11/2020,167341,873
Kenya,22/11/2020,77372,968
Kiribati,22/11/2020,0,0
"Korea, South",22/11/2020,31004,271
Kosovo,22/11/2020,34295,707
Kuwait,22/11/2020,140056,322
Kyrgyzstan,22/11/2020,69581,432
Laos,22/11/2020,25,0
Latvia,22/11/2020,13120,376
Lebanon,22/11/2020,116476,1193
Lesotho,22/11/2020,2086,1
Liberia,22/11/2020,1551,0
Libya,22/11/2020,77823,1015
Liechtenstein,22/11/2020,1112,3
Lithuania,22/11/2020,47008,2309
Luxembourg,22/11/2020,29762,0
Madagascar,22/11/2020,17341,31
Malawi,22/11/2020,6003,0
Malaysia,22/11/2020,54775,1096
Maldives,22/11/2020,12608,30
Mali,22/11/2020,4255,49
Malta,22/11/2020,8924,102
Marshall Islands,22/11/2020,4,0
Mauritania,22/11/2020,8128,32
Mauritius,22/11/2020,494,0
Mexico,22/11/2020,1041875,9187
Micronesia,22/11/2020,0,0
Moldova,22/11/2020,97941,1252
Monaco,22/11/2020,582,1
Mongolia,22/11/2020,640,32
Montenegro,22/11/2020,31062,409
Morocco,22/11/2020,324941,3979
Mozambique,22/11/2020,15037,56
MS Zaandam,22/11/2020,9,0
Namibia,22/11/2020,13865,54
Nepal,22/11/2020,220308,1669
Netherlands,22/11/2020,492293,5473
New Zealand,22/11/2020,2030,2
Nicaragua,22/11/2020,5725,0
Niger,22/11/2020,1368,17
Nigeria,22/11/2020,66383,155
North Macedonia,22/11/2020,54743,1112
Norway,22/11/2020,32765,413
Oman,22/11/2020,122081,721
Pakistan,22/11/2020,376929,2756
Palau,22/11/2020,0,0
Panama,22/11/2020,154783,1206
Papua New Guinea,22/11/2020,604,0
Paraguay,22/11/2020,76476,619
Peru,22/11/2020,948081,0
Philippines,22/11/2020,418818,1966
Poland,22/11/2020,861331,17856
Portugal,22/11/2020,260758,4788
Qatar,22/11/2020,137229,167
Romania,22/11/2020,418645,5837
Russia,22/11/2020,2071858,24295
Rwanda,22/11/2020,5665,45
Saint Kitts and Nevis,22/11/2020,20,1
Saint Lucia,22/11/2020,220,16
Saint Vincent and the Grenadines,22/11/2020,84,0
Samoa,22/11/2020,1,0
San Marino,22/11/2020,1395,0
Sao Tome and Principe,22/11/2020,979,0
Saudi Arabia,22/11/2020,355258,224
Senegal,22/11/2020,15882,17
Serbia,22/11/2020,121120,4995
Seychelles,22/11/2020,163,0
Sierra Leone,22/11/2020,2405,0
Singapore,22/11/2020,58160,12
Slovakia,22/11/2020,96241,984
Slovenia,22/11/2020,65308,1024
Solomon Islands,22/11/2020,16,0
Somalia,22/11/2020,4445,63
South Africa,22/11/2020,767679,2270
South Sudan,22/11/2020,3047,0
Spain,22/11/2020,1556730,0
Sri Lanka,22/11/2020,20171,400
Sudan,22/11/2020,16187,135
Summer Olympics 2020,22/11/2020,0,0
Suriname,22/11/2020,5296,1
Sweden,22/11/2020,208295,0
Switzerland,22/11/2020,290601,0
Syria,22/11/2020,7225,71
Taiwan*,22/11/2020,617,6
Tajikistan,22/11/2020,11894,40
Tanzania,22/11/2020,509,0
Thailand,22/11/2020,3920,-2
Timor-Leste,22/11/2020,30,0
Togo,22/11/2020,2843,14
